sales_reporting_id,reporting_name,operator_ak_operator_id,eia_operator_id,pce_reporting_id,rca_cpcn,operator_operator_name,intertie_current_intertie_id,intertie_current_intertie_name,index_community,gnis_feature_id,latitude,longitude,aea_energy_region,communities_reported,notes
SR-192,"Copper Valley Elec Assn, Inc",AK-OP-103,4329,,10,"Copper Valley Elec Assn, Inc",216-0000,CopperValley_grid,Valdez,1412465.0,61.1308333,-146.3483333,Copper River/Chugach,"In addition to Valdez, the CVEA service area includes 14 other communities.",
SR-193,"Sitka, City & Borough of",AK-OP-130,17271,,100,"Sitka, City & Borough of",219-0000,Sitka_grid,Sitka,1414736.0,57.0530556,-135.33,Southeast,Sitka,
SR-194,Barrow Utilities & Electric Cooperative Inc.,AK-OP-134,1276,,214,Barrow Utilities & Electric Cooperative Inc.,221-0000,Utqiagvik_grid,Utqiagvik,1398635.0,71.2905556,-156.7886111,North Slope,Utqiagvik,
SR-195,Metlakatla Power & Light,AK-OP-108,12385,,0,Metlakatla Power & Light,225_0000,Metlakatla_grid,Metlakatla,1423661.0,55.1291667,-131.5722222,Southeast,Metlakatla,
SR-197,"Arctic Utilities, Inc",AK-OP-171,409,,0,TNSG,224_0000,Deadhorse_grid,Deadhorse,1866941.0,70.2055556,-148.5116667,North Slope,Deadhorse,
SR-198,"Petersburg, City of ",AK-OP-110,14856,,212,"Petersburg, City of ",217-2009,SEAPA_grid,Petersburg,1424228.0,56.8112667,-132.9512425,Southeast,Petersburg,
SR-199,"Seward, City of ",AK-OP-111,16955,,108,"Seward, City of ",215-1985,Railbelt_grid,Seward,1414598.0,60.1041667,-149.4422222,Railbelt,"The City of Seward service area includes the communities of Crown Point, Primrose, Bear Creek and Lowell Point.",
SR-2,Anchorage Mun Light and Power,AK-OP-109,599,,121,Anchorage Mun Light and Power,215-1985,Railbelt_grid,Anchorage,1398242.0,61.2180556,-149.9002778,Railbelt,Anchorage,
SR-20,Angoon,AK-OP-041,18963,332650.0,240,Inside Passage Electric,125-0000,Angoon_grid,Angoon,1420113.0,57.5033333,-134.5838889,Southeast,Angoon,
SR-200,"Wrangell, City of ",AK-OP-135,21015,,111,"Wrangell, City of ",217-2009,SEAPA_grid,Wrangell,1415843.0,56.4708333,-132.3766667,Southeast,Wrangell,
SR-201,U S Air Force-Eielson AFB,AK-OP-120,22199,,0,,215-1985,Railbelt_grid,Eielson AFB,2418568.0,64.6632652,-147.05442,Railbelt,U S Air Force-Eielson AFB,
SR-202,Manley Hot Springs,AK-OP-090,56503,332200.0,72,TDX Manley Generating LLC,188-0000,Manley Hot Springs_grid,Manley Hot Springs,1405922.0,65.0011111,-150.6338889,Yukon-Koyukuk/Upper Tanana,Manley Hot Springs,
SR-204,Alaska Electric G & T Coop Inc,AK-OP-140,288,,345,Alaska Electric G & T Coop Inc,215-1985,Railbelt_grid,,,,,Railbelt,,
SR-205,Alaska Energy Authority,AK-OP-129,42889,,0,Alaska Energy Authority,215-1985,Railbelt_grid,,,,,Railbelt,Alaska Energy Authority,
SR-206,Alyeska Seafoods Inc,AK-OP-161,431,,0,Alyeska Seafoods Inc,,,,,,,,,
SR-207,"NUI Energy Brokers, Inc",AK-OP-173,13880,,0,"NUI Energy Brokers, Inc",,,,,,,,,
SR-208,U S Army-Ft Wainwright,AK-OP-174,22200,,0,U S Army-Ft Wainwright,215-1985,Railbelt_grid,,,,,Railbelt,U S Army-Ft Wainwright,
SR-209,Unisea Inc,AK-OP-126,19553,,0,Unisea Inc,,,,,,,,,
SR-21,Aniak,AK-OP-009,4959,331760.0,5,Aniak Light & Power,093-0000,Aniak_grid,Aniak,1398286.0,61.5783333,-159.5222222,Lower Yukon-Kuskokwim,Aniak,
SR-210,University of Alaska,AK-OP-127,19511,,452,University of Alaska,215-1985,Railbelt_grid,,,,,Railbelt,University of Alaska,
SR-211,Alaska Electric & Energy Coop,AK-OP-112,49803,,640,Alaska Electric & Energy Coop,215-1985,Railbelt_grid,,,,,Railbelt,Subsidiary of Homer Electric Association,
SR-212,Southeast Alaska Power Agency,AK-OP-124,60770,,0,Southeast Alaska Power Agency,217-2009,SEAPA_grid,,,,,Southeast,"Provides power to Ketchikan, Wrangell, Petersburg",
SR-22,Anvik,AK-OP-006,221,331260.0,169,Alaska Village Electric Cooperative,036-0000,Anvik_grid,Anvik,1398335.0,62.6561111,-160.2066667,Yukon-Koyukuk/Upper Tanana,Anvik,
SR-23,Arctic Village,AK-OP-010, ,331770.0,747,Arctic Village Electric Company,094-0000,Arctic Village_grid,Arctic Village,1398382.0,68.1269444,-145.5377778,Yukon-Koyukuk/Upper Tanana,Arctic Village,
SR-24,Atka,AK-OP-011,56256,331750.0,291,"Atka, City of",095-0000,Atka_grid,Atka,1418170.0,52.1961111,-174.2005556,Aleutians,Atka,
SR-24,Atka,AK-OP-008,653,331750.0,291,Andreanof Electric Corp,095-0000,Atka_grid,Atka,1418170.0,52.1961111,-174.2005556,Aleutians,Atka,
SR-25,Atmautluak,AK-OP-012,878,331780.0,337,Atmautluak Tribal Utilities,096-0000,Atmautluak_grid,Atmautluak,1699811.0,60.8669444,-162.2730556,Lower Yukon-Kuskokwim,Atmautluak,
SR-26,Atqasuk,AK-OP-067,26616,332360.0,254,North Slope Borough Power & Light,161-0000,Atqasuk_grid,Atqasuk,1406178.0,70.4691667,-157.3994444,North Slope,Atqasuk,
SR-27,Beaver,AK-OP-013, ,331790.0,420,Beaver Joint Utilities,097-0000,Beaver_grid,Beaver,1398776.0,66.3594444,-147.3963889,Yukon-Koyukuk/Upper Tanana,Beaver,
SR-28,"Bethel, Oscarville",AK-OP-014,1651,331800.0,43,Bethel Utilities Corp,034-1988,Bethel_grid,Bethel,1398908.0,60.7922222,-161.7558333,Lower Yukon-Kuskokwim,"Bethel, Oscarville",
SR-29,"Bettles, Evansville",AK-OP-005,219,331060.0,2,Alaska Power & Telephone Company,007-0000,Bettles_grid,Bettles,1926949.0,66.9188889,-151.5161111,Yukon-Koyukuk/Upper Tanana,"Bettles, Evansville",
SR-3,Chugach Electric Assn Inc,AK-OP-132,3522,,8,Chugach Electric Assn Inc,215-1985,Railbelt_grid,Anchorage,1398242.0,61.2180556,-149.9002778,Railbelt,"In addition to Anchorage, the CEA service area includes eight other communities.",
SR-30,Birch Creek,AK-OP-015,1747,331810.0,767,Birch Creek Electric Company,098-0000,Birch Creek_grid,Birch Creek,1399049.0,66.2590355,-145.8190168,Yukon-Koyukuk/Upper Tanana,Birch Creek,
SR-31,Brevig Mission,AK-OP-006,221,331270.0,169,Alaska Village Electric Cooperative,039-0000,Brevig Mission_grid,Brevig Mission,1420670.0,65.3347222,-166.4891667,Bering Straits,Brevig Mission,
SR-32,Buckland,AK-OP-016, ,331820.0,432,"Buckland, City of",099-0000,Buckland_grid,Buckland,1412684.0,65.9797222,-161.1230556,Northwest Arctic,Buckland,
SR-33,Central,AK-OP-139,56739,331830.0,341,Gold Country Energy,116-0000,Central_grid,Central,1400106.0,65.5725,-144.8030556,Yukon-Koyukuk/Upper Tanana,Central,
SR-33,Central,AK-OP-018,6111,331830.0,341,Central Electric Inc.,116-0000,Central_grid,Central,1400106.0,65.5725,-144.8030556,Yukon-Koyukuk/Upper Tanana,Central,
SR-34,Chalkyitsik,AK-OP-019, ,331840.0,682,Chalkyitsik Village Council,100-0000,Chalkyitsik_grid,Chalkyitsik,1400128.0,66.6544444,-143.7222222,Yukon-Koyukuk/Upper Tanana,Chalkyitsik,
SR-35,Chefornak,AK-OP-062,3422,332310.0,365,Naterkaq Light Plant (City of Chefornak),154-0000,Chefornak_grid,Chefornak,1400188.0,60.16,-164.2658333,Lower Yukon-Kuskokwim,Chefornak,
SR-36,Chenega Bay,AK-OP-020, ,331850.0,686,Chenega Ira Council,101-0000,Chenega_grid,Chenega Bay,1421254.0,60.0633333,-148.0113889,Copper River/Chugach,Chenega Bay,
SR-37,Chevak,AK-OP-006,221,331280.0,169,Alaska Village Electric Cooperative,040-0000,Chevak_grid,Chevak,1400219.0,61.5277778,-165.5863889,Lower Yukon-Kuskokwim,Chevak,
SR-38,Chignik,AK-OP-021,3421,331860.0,297,"Chignik, City of",104-0000,Chignik_grid,Chignik,1400269.0,56.2952778,-158.4022222,Bristol Bay,Chignik,
SR-39,Chignik Lagoon,AK-OP-023, ,331870.0,658,Chignik Lagoon Power Utility,102-0000,Chignik Lagoon_grid,Chignik Lagoon,1400274.0,56.3084393,-158.5302391,Bristol Bay,Chignik Lagoon,
SR-4,Golden Valley Elec Assn Inc,AK-OP-104,7353,,13,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,Fairbanks,1401958.0,64.8377778,-147.7163889,Railbelt,"In addition to Fairbanks, the GVEA service area includes 25 other communities.",
SR-40,Chignik Lake,AK-OP-022, ,331880.0,437,Chignik Lake Electric Utility,103-0000,Chignik Lake_grid,Chignik Lake,1893911.0,56.2555556,-158.7625,Bristol Bay,Chignik Lake,
SR-41,Chilkat Valley,AK-OP-041,18963,332660.0,240,Inside Passage Electric,032-1998,Haines_grid,Chilkat Valley,1421022.0,59.399702,-135.8964089,Southeast,Chilkat Valley,
SR-42,Chistochina,AK-OP-005,219,331070.0,2,Alaska Power & Telephone Company,026-2010,Slana_grid,Chistochina,1400333.0,62.5717828,-144.6541704,Copper River/Chugach,Chistochina,
SR-43,Chitina,AK-OP-024,3465,331890.0,368,Chitina Electric Inc,105-0000,Chitina_grid,Chitina,1400337.0,61.5158333,-144.4369444,Copper River/Chugach,Chitina,
SR-44,Chuathbaluk,AK-OP-058,12485,332230.0,343,Middle Kuskokwim Electric,144-0000,Chuathbaluk_grid,Chuathbaluk,1400376.0,61.5719444,-159.245,Lower Yukon-Kuskokwim,Chuathbaluk,
SR-45,Circle,AK-OP-025, ,331900.0,256,Circle Electric Utility,106-0000,Circle_grid,Circle,1400404.0,65.8255556,-144.0605556,Yukon-Koyukuk/Upper Tanana,Circle,
SR-46,Clark's Point,AK-OP-026, ,331910.0,360,"Clark's Point, City of",107-0000,Clark's Point_grid,Clark's Point,1400426.0,58.8441667,-158.5508333,Bristol Bay,Clark's Point,
SR-47,Coffman Cove,AK-OP-005,219,331080.0,2,Alaska Power & Telephone Company,023-2015,Prince of Wales Is._grid,Coffman Cove,1669437.0,56.0138889,-132.8277778,Southeast,Coffman Cove,
SR-48,Cold Bay,AK-OP-034,6866,331980.0,88,G & K Inc,114-0000,Cold Bay_grid,Cold Bay,1418448.0,55.1858333,-162.7211111,Aleutians,Cold Bay,
SR-49,"Cordova, Eyak",AK-OP-027,40215,331920.0,160,Cordova Electric Cooperative,014-1990,Cordova_grid,Cordova,1421215.0,60.5427778,-145.7575,Copper River/Chugach,"Cordova, Eyak",
SR-5,Homer Electric Assn Inc,AK-OP-105,19558,,32,Homer Electric Assn Inc,215-1985,Railbelt_grid,Homer,1413141.0,59.6425,-151.5483333,Railbelt,"In addition to Homer, the HEA service area includes 29 other communities",
SR-50,Craig,AK-OP-005,219,331090.0,2,Alaska Power & Telephone Company,023-2015,Prince of Wales Is._grid,Craig,1421260.0,55.4763889,-133.1483333,Southeast,Craig,
SR-51,Crooked Creek,AK-OP-058,12485,332240.0,343,Middle Kuskokwim Electric,145-0000,Crooked Creek_grid,Crooked Creek,1400824.0,61.87,-158.1108333,Lower Yukon-Kuskokwim,Crooked Creek,
SR-52,Deering,AK-OP-042,9416,332060.0,369,Ipnatchiaq Electric Company,130-0000,Deering_grid,Deering,1412894.0,66.0755556,-162.7172222,Northwest Arctic,Deering,
SR-53,"Dillingham, Aleknagik",AK-OP-069,13870,332430.0,45,Nushagak Electric Cooperative,169-0000,Dillingham_grid,Dillingham,1401203.0,59.0397222,-158.4575,Bristol Bay,"Dillingham, Aleknagik",
SR-54,Diomede,AK-OP-028, ,331930.0,383,Diomede Joint Utilities,110-0000,Diomede_grid,Diomede,1401213.0,65.7537652,-168.92315,Bering Straits,Diomede,
SR-55,"Dot Lake, Dot Lake Village",AK-OP-005,219,331100.0,2,Alaska Power & Telephone Company,015-2008,Tok_grid,Dot Lake,1401364.0,63.6613889,-144.0644444,Yukon-Koyukuk/Upper Tanana,"Dot Lake, Dot Lake Village",
SR-56,"Eagle, Eagle Village",AK-OP-005,219,331110.0,2,Alaska Power & Telephone Company,009-0000,Eagle_grid,Eagle,1401499.0,64.7880556,-141.2,Yukon-Koyukuk/Upper Tanana,"Eagle, Eagle Village",
SR-57,Eek,AK-OP-006,221,331290.0,169,Alaska Village Electric Cooperative,041-0000,Eek_grid,Eek,1401666.0,60.2188889,-162.0244444,Lower Yukon-Kuskokwim,Eek,
SR-58,Egegik,AK-OP-029,5553,331940.0,320,Egegik Light & Power Co,111-0000,Egegik_grid,Egegik,1401686.0,58.2155556,-157.3758333,Bristol Bay,Egegik,
SR-58,Egegik,AK-OP-029,57351,,320,Egegik Light & Power Co,111-0000,Egegik_grid,Egegik,1401686.0,58.2155556,-157.3758333,Bristol Bay,Egegik,
SR-59,Ekwok,AK-OP-030, ,331950.0,688,City of Ekwok,065-2016,New_Stuyahok_grid,Ekwok,1401738.0,59.3497222,-157.4752778,Bristol Bay,Ekwok,
SR-6,Ketchikan Public Utilities,AK-OP-131,10210,,103,Ketchikan Public Utilities,217-2009,SEAPA_grid,Ketchikan,1423039.0,55.3422222,-131.6461111,Southeast,"Ketchikan, Saxman",
SR-60,Elfin Cove,AK-OP-031,5721,331960.0,701,Elfin Cove Utility Commission,112-0000,Elfin Cove_grid,Elfin Cove,1401787.0,58.1944444,-136.3433333,Southeast,Elfin Cove,
SR-61,Elim,AK-OP-006,221,331300.0,169,Alaska Village Electric Cooperative,043-0000,Elim_grid,Elim,1401788.0,64.6175,-162.2605556,Bering Straits,Elim,
SR-62,Emmonak,AK-OP-006,221,331310.0,169,Alaska Village Electric Cooperative,045-2016,Emmonak_grid,Emmonak,1401837.0,62.7777778,-164.5230556,Lower Yukon-Kuskokwim,Emmonak,
SR-63,False Pass,AK-OP-032, ,331970.0,442,"False Pass, City of",113-0000,False Pass_grid,False Pass,1418574.0,54.8508333,-163.415,Aleutians,False Pass,
SR-64,Fort Yukon,AK-OP-037,7833,332020.0,63,Gwitchyaa Zhee Utilities Company,119-0000,Fort Yukon_grid,Fort Yukon,1402276.0,66.5647222,-145.2738889,Yukon-Koyukuk/Upper Tanana,Fort Yukon,
SR-65,Galena,AK-OP-033,6915,331990.0,274,"Galena, City of",115-0000,Galena_grid,Galena,1402457.0,64.7333333,-156.9275,Yukon-Koyukuk/Upper Tanana,Galena,
SR-66,Gambell,AK-OP-006,221,331320.0,169,Alaska Village Electric Cooperative,046-0000,Gambell_grid,Gambell,1402463.0,63.7797222,-171.7411111,Bering Straits,Gambell,
SR-67,Golovin,AK-OP-035, ,332000.0,373,Golovin Power Utilities,117-0000,Golovin_grid,Golovin,1402760.0,64.5433333,-163.0291667,Bering Straits,Golovin,
SR-68,Goodnews Bay,AK-OP-006,221,331330.0,169,Alaska Village Electric Cooperative,047-0000,Goodnews Bay_grid,Goodnews Bay,1415910.0,59.1188889,-161.5875,Lower Yukon-Kuskokwim,Goodnews Bay,
SR-69,Grayling,AK-OP-006,221,331340.0,169,Alaska Village Electric Cooperative,048-0000,Grayling_grid,Grayling,1402921.0,62.9036111,-160.0647222,Yukon-Koyukuk/Upper Tanana,Grayling,
SR-7,Kodiak Electric Assn Inc,AK-OP-106,10433,,16,Kodiak Electric Assn Inc,223-0000,Kodiak_grid,Kodiak,1404875.0,57.79,-152.4072222,Kodiak,"The KEA service area includes the communities of Port Lions, Chiniak, Womens Bay and Woody Island.",
SR-70,Gustavus,AK-OP-036,7822,332010.0,417,Alaska Power & Telephone Company,118-0000,Gustavus_grid,Gustavus,1403078.0,58.4133333,-135.7369444,Southeast,Gustavus,
SR-71,"Haines, Covenant Life",AK-OP-005,219,331120.0,2,Alaska Power & Telephone Company,032-1998,Haines_grid,Haines,1422400.0,59.228589,-135.444114,Southeast,"Haines, Covenant Life",
SR-72,Healy Lake,AK-OP-005,219,331130.0,2,Alaska Power & Telephone Company,011-0000,Healy Lake_grid,Healy Lake,2419534.0,63.9872308,-144.6998325,Yukon-Koyukuk/Upper Tanana,Healy Lake,
SR-73,Hollis,AK-OP-005,219,331140.0,2,Alaska Power & Telephone Company,023-2015,Prince of Wales Is._grid,Hollis,1866952.0,55.5566667,-132.6363889,Southeast,Hollis,
SR-74,Holy Cross,AK-OP-006,221,331350.0,169,Alaska Village Electric Cooperative,049-0000,Holy Cross_grid,Holy Cross,1403447.0,62.1994444,-159.7713889,Yukon-Koyukuk/Upper Tanana,Holy Cross,
SR-75,Hoonah,AK-OP-041,18963,332670.0,240,Inside Passage Electric,128-0000,Hoonah_grid,Hoonah,1403488.0,58.11,-135.4436111,Southeast,Hoonah,
SR-76,Hooper Bay,AK-OP-006,221,331360.0,169,Alaska Village Electric Cooperative,050-0000,Hooper Bay_grid,Hooper Bay,1403493.0,61.5311111,-166.0966667,Lower Yukon-Kuskokwim,Hooper Bay,
SR-77,Hughes,AK-OP-038,9000,332030.0,332,Hughes Power & Light,120-0000,Hughes_grid,Hughes,1403596.0,66.0488889,-154.2555556,Yukon-Koyukuk/Upper Tanana,Hughes,
SR-78,Huslia,AK-OP-006,221,331370.0,169,Alaska Village Electric Cooperative,051-0000,Huslia_grid,Huslia,1403644.0,65.6986111,-156.3997222,Yukon-Koyukuk/Upper Tanana,Huslia,
SR-79,Hydaburg,AK-OP-005,219,331150.0,2,Alaska Power & Telephone Company,023-2015,Prince of Wales Is._grid,Hydaburg,1422709.0,55.2080556,-132.8266667,Southeast,Hydaburg,
SR-8,Matanuska Electric Assn Inc,AK-OP-107,11824,,18,Matanuska Electric Assn Inc,215-1985,Railbelt_grid,Wasilla,1411788.0,61.5813889,-149.4394444,Railbelt,"In addition to Wasilla, the MEA service area includes 28 other communities.",
SR-80,Igiugig,AK-OP-039,9192,332040.0,681,Igiugig Electric Company,121-0000,Igiugig_grid,Igiugig,1403706.0,59.3277778,-155.8947222,Bristol Bay,Igiugig,
SR-81,"Iliamna, Newhalen, Nondalton",AK-OP-040,9188,332050.0,280,"I-N-N Electric Coop, Inc",123-1983,Newhalen_grid,Iliamna,1403763.0,59.7567965,-154.9110837,Bristol Bay,"Iliamna, Newhalen, Nondalton",
SR-82,Kake,AK-OP-041,18963,332680.0,240,Inside Passage Electric,129-0000,Kake_grid,Kake,1422926.0,56.9758333,-133.9472222,Southeast,Kake,
SR-83,Kaktovik,AK-OP-067,26616,332370.0,254,North Slope Borough Power & Light,162-0000,Kaktovik_grid,Kaktovik,1404349.0,70.1319444,-143.6238889,North Slope,Kaktovik,
SR-84,Kalskag,AK-OP-006,221,331720.0,169,Alaska Village Electric Cooperative,052-2005,Upper Kalskag_grid,Kalskag,1404378.0,61.5372222,-160.3052778,Lower Yukon-Kuskokwim,Kalskag,
SR-85,Kaltag,AK-OP-006,221,331380.0,169,Alaska Village Electric Cooperative,054-0000,Kaltag_grid,Kaltag,1404379.0,64.3272222,-158.7219444,Yukon-Koyukuk/Upper Tanana,Kaltag,
SR-86,Karluk,AK-OP-007, ,331740.0,683,Alutiiq Power Company,092-0000,Karluk_grid,Karluk,1404456.0,57.5719444,-154.4555556,Kodiak,Karluk,
SR-87,Kasigluk,AK-OP-006,221,331390.0,169,Alaska Village Electric Cooperative,055-2006,Kasigluk_grid,Kasigluk,1404483.0,60.8955556,-162.5180556,Lower Yukon-Kuskokwim,Kasigluk,
SR-88,Kiana,AK-OP-006,221,331400.0,169,Alaska Village Electric Cooperative,057-0000,Kiana_grid,Kiana,1413311.0,66.975,-160.4227778,Northwest Arctic,Kiana,
SR-89,King Cove,AK-OP-043,9897,332070.0,289,"King Cove, City of",131-0000,King Cove_grid,King Cove,1418792.0,55.0616667,-162.3102778,Aleutians,King Cove,
SR-9,Paxson Inn and Lodge,AK-OP-137,26754,,91,Paxson Inn and Lodge,226_0000,Paxson_grid,Paxson,1866966.0,63.0897222,-145.6130556,Copper River/Chugach,Paxson,
SR-90,Kipnuk,AK-OP-044, ,332080.0,446,Kipnuk Light Plant,132-0000,Kipnuk_grid,Kipnuk,1404781.0,59.9388889,-164.0413889,Lower Yukon-Kuskokwim,Kipnuk,
SR-91,Kivalina,AK-OP-006,221,331410.0,169,Alaska Village Electric Cooperative,058-0000,Kivalina_grid,Kivalina,1413348.0,67.7269444,-164.5333333,Northwest Arctic,Kivalina,
SR-92,Klawock,AK-OP-005,219,331155.0,2,Alaska Power & Telephone Company,023-2015,Prince of Wales Is._grid,Klawock,1423100.0,55.5522222,-133.0958333,Southeast,Klawock,
SR-93,Klukwan,AK-OP-041,18963,332700.0,240,Inside Passage Electric,032-1998,Haines_grid,Klukwan,1866956.0,59.4038889,-135.8844444,Southeast,Klukwan,
SR-94,Kobuk,AK-OP-045, ,332090.0,407,Kobuk Valley Electric Company,149-1980,Shungnak_grid,Kobuk,1413362.0,66.9072222,-156.8811111,Northwest Arctic,Kobuk,
SR-95,Kokhanok,AK-OP-046,10455,332100.0,660,Kokhanok Village Council,134-0000,Kokhanok_grid,Kokhanok,1404333.0,59.4394444,-154.7761111,Bristol Bay,Kokhanok,
SR-96,Koliganek,AK-OP-064, ,332110.0,661,New Koliganek Village Council,157-0000,Koliganek_grid,Koliganek,1404914.0,59.7286111,-157.2844444,Bristol Bay,Koliganek,
SR-97,Kongiganak,AK-OP-078, ,332510.0,395,Puvurnaq Power Company,176-0000,Kongiganak_grid,Kongiganak,1404934.0,59.9532731,-162.8951327,Lower Yukon-Kuskokwim,Kongiganak,
SR-98,Kotlik,AK-OP-047,9898,332120.0,285,Kotlik Joint Utility,059-0000,Kotlik_grid,Kotlik,1404964.0,63.0341667,-163.5533333,Lower Yukon-Kuskokwim,Kotlik,
SR-99,Kotzebue,AK-OP-048,10451,332130.0,17,Kotzebue Electric Association,135-0000,Kotzebue_grid,Kotzebue,1413378.0,66.8983333,-162.5966667,Northwest Arctic,Kotzebue,
SR-183,Twin Hills,AK-OP-006, ,332730.0,169,Alaska Village Electric Cooperative,086-2023,Togiak_grid,Twin Hills,1416737.0,59.0791667,-160.275,Bristol Bay,Twin Hills,
SR-191,Yakutat,AK-OP-006,221,332900.0,169,Alaska Village Electric Cooperative,091-0000,Yakutat_grid,Yakutat,1415858.0,59.5469444,-139.7272222,Southeast,Yakutat,Sold to AVEC
